PC1,PC2,PC3,PC4,PC5,multiclass
1.807950513390524,0.6835486324102071,0.7167013076760829,-0.3562574291329237,-0.12539670871565492,1
1.7022389381485947,-1.518888290057719,1.646339760973889,0.5353982588050216,1.740996335003555,1
-0.2645341947020639,-0.0717750980641416,-0.4906527146271731,0.041524918483879576,-0.6870107271644029,1
-0.15157422713476004,0.14444600110438685,-0.7789310425751823,0.37444842698776004,-0.08151375103470657,1
-2.016066852093162,0.06184156811735411,0.30227513852741567,-0.1400255693871366,-1.9171983066714726,0
-0.3338490542833778,-0.5119014618429787,0.753468729088042,-1.3910878472764576,0.20535231006007604,1
-1.1297424601442458,0.5898807697695732,0.787949866093812,-1.0166538453441296,-0.11533248908877423,1
-3.628913607393196,-0.20659084531570465,-0.35109601471819285,1.1839661799381154,2.0309220164666755,1
-1.7673734535508825,-0.3534706561382204,-1.4878701758047421,0.0722821048944286,0.7233892556886015,2
-2.4475292326996403,-0.23485412075660891,-0.08023159356349994,-0.45605293318724494,-1.510060491216441,1
-0.6797922317061136,0.04877798199904923,-2.1200456246977497,0.8703293875861615,-1.1690596653165348,0
3.1298192514305962,0.47389292837636915,1.2609263668069781,-0.1276647710630333,-0.6095279640634943,1
3.3419090225964445,1.3215354556332606,-0.6751031715425783,-1.7056638559602826,-0.2680884735624309,1
-1.0407426913611104,-0.31835905285988975,-0.02223853616134426,0.9054248277879314,0.41588016974715825,1
-1.1167995926642271,-0.20855432845422064,0.9577349773936275,-0.007585453643978655,-0.4253260787824509,1
-3.8186566921788025,1.960670577916753,-1.186012452567652,0.06869425262054486,0.02629981403137369,1
0.25612906785695877,-0.7778046421634082,-1.1645425794510358,0.9981066577422782,-0.37464589682153404,0
3.1733899689385527,-0.5017285668130497,0.3144673083452193,0.6638973742040504,0.14713607484921679,0
-1.812546718542194,2.866573209900617,-3.275251156593517,1.5844625198473523,-0.9502580640087674,0
2.5115428881263604,0.430445908420151,-1.2113453079392742,-0.4838989988528361,-0.2590110774197448,0
2.0286145976519454,-0.7708967205311569,1.2770803105789745,-0.3082870371231727,0.6164815871852659,1
-3.1864771810302623,-0.5462492156116515,-0.7675176524554422,0.05060757368739336,0.6330748922530268,1
-2.5991665545209326,1.4574401912131891,0.21578864593042513,-0.7350454390562896,0.46232880085828465,1
-0.9748467797853176,-3.543090835217336,-0.18520177242284414,-0.9039349482805236,-0.6438497921513021,0
-0.7419436276860714,1.447482863025673,-0.23169254045484072,0.4382863237353277,-0.6572661517163095,1
-0.9291886130156577,0.3084778583796899,-0.4814939702756768,-1.3863959639278363,-0.28449632409128084,1
0.8307907001156601,0.5904441348226847,2.0559665292736686,0.7803734677250225,1.2998846047620387,1
-0.5588840420156612,-1.705086953256619,1.2034927224094178,0.38129294416151305,0.8993033374852383,1
-0.30405344911960724,-0.35727142012386687,0.3691046264391949,-0.9162373512912966,0.07840198954016422,1
0.47802868778489593,0.6013814417299935,0.6144467976407794,0.5006316368907507,0.42005214723329454,1
1.8294942002491268,0.11201032882254831,-0.3540669007615912,-0.8982169509837363,-0.24444721284043822,0
2.103727988626189,1.9857002264141237,1.0599442669170118,-0.20930157137836303,2.5058300719369644,0
0.44511902299334455,-0.14436145913471773,-1.7281307804118453,-0.6475749421512078,2.303027305450031,1
-0.21807973446150608,0.41040457149203113,0.7484471449053408,-0.7330787868534879,-0.4493826791789061,1
-0.22587983596353797,0.20456247348205397,0.002176421232819204,0.21864051628469763,-0.03772742718034435,1
1.1125593942573886,1.884406089037451,0.8006969872867766,0.8562612562268217,0.3772973713961213,1
-0.8986277105415048,-0.7232993822071679,0.8658657398189592,0.07860665212319463,0.41779071715558336,1
-0.23520342674212302,0.5015258099481197,0.8494387584688387,0.027744856173108883,0.9686430423789165,1
1.3057213201354867,0.6948374398184328,-0.9586088895475863,0.9096594397150382,1.3476923403545065,0
2.4073870442394654,1.883348456806684,-2.093663215766077,-0.3815424927312771,2.5604833230227637,0
1.0497177269929885,-0.057203917270339605,-0.418933363393463,-1.3377310393768953,-2.2236212409298823,1
-0.9509965335396056,-1.2520899028134436,0.5307239578972632,0.534064047845263,0.2860230533392425,1
2.404003345078353,1.2996707675500039,-0.764543755997836,-1.0580885022979654,0.036245319619288716,1
-2.9890018640257887,0.5410607827419309,0.2823481416156843,-0.8548501622131278,-0.4076871337644634,1
